Key,id
a lot of,3g_s1
you know i,3g_s2
and i think,3g_s3
i dont know,3g_s4
and you know,3g_s5
and i was,3g_s6
going to be,3g_s7
and it was,3g_s8
it was a,3g_s9
you know and,3g_s10
one of the,3g_s11
i mean i,3g_s12
i think that,3g_s13
i was like,3g_s14
you have to,3g_s15
a little bit,3g_s16
you know its,3g_s17
i think its,3g_s18
you know the,3g_s19
when i was,3g_s20
to be a,3g_s21
i want to,3g_s22
that you know,3g_s23
and then i,3g_s24
you know what,3g_s25
i dont think,3g_s26
you know you,3g_s27
and so i,3g_s28
but i think,3g_s29
be able to,3g_s30
i wanted to,3g_s31
but you know,3g_s32
so i think,3g_s33
im going to,3g_s34
like you know,3g_s35
you know we,3g_s36
was going to,3g_s37
you want to,3g_s38
i feel like,3g_s39
so it was,3g_s40
i think it,3g_s41
the fact that,3g_s42
i think i,3g_s43
i think the,3g_s44
to do it,3g_s45
it was just,3g_s46
i had to,3g_s47
and i just,3g_s48
i think thats,3g_s49
the end of,3g_s50
there was a,3g_s51
you know it,3g_s52
i have a,3g_s53
and i said,3g_s54
dont want to,3g_s55
that i was,3g_s56
it was like,3g_s57
i was a,3g_s58
the first time,3g_s59
want to be,3g_s60
i have to,3g_s61
i had a,3g_s62
but it was,3g_s63
at the end,3g_s64
to be able,3g_s65
were going to,3g_s66
it and i,3g_s67
to work with,3g_s68
you know that,3g_s69
to kind of,3g_s70
i mean its,3g_s71
so you know,3g_s72
all the time,3g_s73
just kind of,3g_s74
lot of people,3g_s75
and that was,3g_s76
that kind of,3g_s77
want to do,3g_s78
kind of like,3g_s79
i was in,3g_s80
a part of,3g_s81
i dont want,3g_s82
its kind of,3g_s83
and he was,3g_s84
kind of a,3g_s85
and i dont,3g_s86
in a way,3g_s87
you know when,3g_s88
you know so,3g_s89
and i had,3g_s90
you know a,3g_s91
theres a lot,3g_s92
at the same,3g_s93
was kind of,3g_s94
the same time,3g_s95
and i thought,3g_s96
at the time,3g_s97
so i was,3g_s98
in the world,3g_s99
of you know,3g_s100
it was really,3g_s101
its going to,3g_s102
some of the,3g_s103
a couple of,3g_s104
and then you,3g_s105
to be in,3g_s106
it you know,3g_s107
know what i,3g_s108
you know im,3g_s109
it was the,3g_s110
part of the,3g_s111
i went to,3g_s112
to do that,3g_s113
i kind of,3g_s114
i think you,3g_s115
know i think,3g_s116
end of the,3g_s117
to have a,3g_s118
is going to,3g_s119
that it was,3g_s120
to you know,3g_s121
in front of,3g_s122
not going to,3g_s123
to go to,3g_s124
have to be,3g_s125
and he said,3g_s126
