Key,id
to be able to,4g_s1
a lot of people,4g_s2
and i was like,4g_s3
at the same time,4g_s4
at the end of,4g_s5
and i think that,4g_s6
i dont want to,4g_s7
the end of the,4g_s8
theres a lot of,4g_s9
you know what i,4g_s10
you know i think,4g_s11
i dont know if,4g_s12
i dont know i,4g_s13
a lot of the,4g_s14
a little bit of,4g_s15
its going to be,4g_s16
and i think thats,4g_s17
i was going to,4g_s18
know what i mean,4g_s19
you know it was,4g_s20
i think it was,4g_s21
was going to be,4g_s22
you know i mean,4g_s23
be a part of,4g_s24
a lot of fun,4g_s25
you know and i,4g_s26
it was it was,4g_s27
and i think its,4g_s28
and a lot of,4g_s29
have a lot of,4g_s30
going to be a,4g_s31
you know i was,4g_s32
i mean you know,4g_s33
and you know i,4g_s34
to be a part,4g_s35
for the first time,4g_s36
i think you know,4g_s37
i mean i think,4g_s38
for a long time,4g_s39
and it was a,4g_s40
a bit of a,4g_s41
a little bit more,4g_s42
is going to be,4g_s43
i mean it was,4g_s44
i think its a,4g_s45
i dont know what,4g_s46
had a lot of,4g_s47
i didnt want to,4g_s48
in the middle of,4g_s49
all of a sudden,4g_s50
was a lot of,4g_s51
it was kind of,4g_s52
i thought it was,4g_s53
when i was a,4g_s54
i dont know how,4g_s55
you know i dont,4g_s56
you know its a,4g_s57
was one of the,4g_s58
i want to be,4g_s59
one of the things,4g_s60
end of the day,4g_s61
but at the same,4g_s62
i wanted to be,4g_s63
i want to do,4g_s64
i was like oh,4g_s65
i wanted to do,4g_s66
one of the most,4g_s67
and i dont know,4g_s68
i was like i,4g_s69
you have to be,4g_s70
kind of you know,4g_s71
it was going to,4g_s72
the first time i,4g_s73
a lot of things,4g_s74
and you have to,4g_s75
im not going to,4g_s76
a lot of time,4g_s77
with a lot of,4g_s78
i was a kid,4g_s79
in a way that,4g_s80
and so i think,4g_s81
it was a very,4g_s82
and stuff like that,4g_s83
so it was a,4g_s84
is one of the,4g_s85
i have to say,4g_s86
im going to be,4g_s87
and it was just,4g_s88
to be part of,4g_s89
and then you know,4g_s90
i dont think i,4g_s91
all the time and,4g_s92
and i think the,4g_s93
you know you know,4g_s94
i would love to,4g_s95
you dont have to,4g_s96
know a lot of,4g_s97
i think a lot,4g_s98
and i feel like,4g_s99
i just want to,4g_s100
to make sure that,4g_s101
you know its like,4g_s102
think a lot of,4g_s103
you know when i,4g_s104
one of my favorite,4g_s105
so i think that,4g_s106
you know when you,4g_s107
if you want to,4g_s108
i mean i dont,4g_s109
and i wanted to,4g_s110
so i dont know,4g_s111
it was you know,4g_s112
of the things that,4g_s113
for me it was,4g_s114
you know i have,4g_s115
you want to be,4g_s116
the rest of the,4g_s117
in a lot of,4g_s118
like oh my god,4g_s119
and i think it,4g_s120
and so it was,4g_s121
but you know i,4g_s122
i would like to,4g_s123
it was just a,4g_s124
it was a great,4g_s125
there was a lot,4g_s126
it was one of,4g_s127
i was able to,4g_s128
got a lot of,4g_s129
i feel like i,4g_s130
to do it and,4g_s131
be able to do,4g_s132
do a lot of,4g_s133
and i want to,4g_s134
and it was like,4g_s135
in front of the,4g_s136
you want to do,4g_s137
i was kind of,4g_s138
and one of the,4g_s139
you dont want to,4g_s140
that i wanted to,4g_s141
and i had to,4g_s142
so you know i,4g_s143
and you know its,4g_s144
and i had a,4g_s145
but i think its,4g_s146
i you know i,4g_s147
and things like that,4g_s148
to be in the,4g_s149
i think thats what,4g_s150
you know a lot,4g_s151
you know if you,4g_s152
and the fact that,4g_s153
and i dont think,4g_s154
a lot of times,4g_s155
and you know we,4g_s156
that you know i,4g_s157
or something like that,4g_s158
and there was a,4g_s159
a part of it,4g_s160
but i dont know,4g_s161
and i was just,4g_s162
it was like a,4g_s163
i was in the,4g_s164
you know this is,4g_s165
i dont know why,4g_s166
i think i was,4g_s167
and it was really,4g_s168
its kind of like,4g_s169
you know i had,4g_s170
want to be a,4g_s171
you have to do,4g_s172
you know i just,4g_s173
and i have a,4g_s174
you know what im,4g_s175
when it comes to,4g_s176
i was i was,4g_s177
you know so i,4g_s178
one of the best,4g_s179
as much as i,4g_s180
do you want to,4g_s181
i mean i was,4g_s182
i read the script,4g_s183
it was such a,4g_s184
in the sense that,4g_s185
at the time and,4g_s186
its a lot of,4g_s187
that a lot of,4g_s188
know i dont know,4g_s189
and so i was,4g_s190
so i think its,4g_s191
kind of like a,4g_s192
dont want to be,4g_s193
was the first time,4g_s194
i have a lot,4g_s195
you know you have,4g_s196
are a lot of,4g_s197
